Id,oblast,Body
53,inzinjerstvo,"Based on it being an EN steel grade The first number is 100x the carbon content percentage (so 0 11%) the letters are added elements (sulphur and maganese) and the last number is the sulfur content (0 30%) You can see the full details here The full format seems to be [X][% carbon][added elements][% of added elements hyphenated] Note that the X is only present for stainless steels Here is a good example Note also that this scheme is somewhat ambiguous The percentages are only an approximation and the example you gave is interesting because it lists Sulfur before Maganese despite the naming convention stating that they should be listed in order of content That's alright for getting quick basic info about the steel but for anything else you may want to use the EN number 1 0715 rather than the name Wikipedia has details on the format Given this classification you can find out much more about the steel's properties and see what general category it fits into The site I linked first says this EN 10277-3 2008 Bright steel products Technical delivery conditions Free-cutting steels EN 10087 1999 Free cutting steels Technical delivery conditions for semi-finished products hot rolled bars and rods"
58,inzinjerstvo,"I don't think they existed and it has its reason First a solar panel can be characterized mainly by its efficiency spectrum on which wavelength which ratio of light energy can it convert to electric power This needs to have its maximum around the visible light becausd the Sun gives most of its energy in this wavelength interval This is because our eyes can see best in this spectrum We simply evolved to the sunlight And this is because home light is also in this wavelength this is what we human like at most There were no need for different solar panels But the power of the sunlight is around some hundred $\frac{W}{m^2}$ although it varies very heavily The light power of a house bulb is around sometimes 10W - not for a $m^2$ but for a whole room Maybe we see in a well lighted room just so good as in sunlight but it is only because our eye is very adaptive The actual light power density is tenth or even hundredth smaller as in sunlight And the efficiency of most solar panels is around 10-20% There are experimental very costly version reaching 40% A solar panel in a room couldn't produce valuable energy at most some watts - on the cost of the price of a solar panel on the roof And the cost is their main problem even with their many many times bigger solar power"
64,inzinjerstvo,"Customer specified acceptable brightness is going to be a subjective affair unless you have something to calibrate their responses against Loosely you'll need to measure the available light within a particular area and then correlate that measurement with customer surveys With a large enough sample of responses you should be able to determine what constitutes an acceptable level of lighting for your customers I would expect that customer responses will fall along a curve of some sort and you'll eventually be able to determine what the standard deviations are for acceptable One factor to be concerned about is that differing rooms will have differing levels of reflection So even though two rooms may be of similar size and furnishings the more darkly painted room will reflect less light and will be viewed as more dim on a subjective basis To workaround that you might create a dedicated test room and have potential customers come through and provide their feedback While this is a more expensive approach it's a very good way to isolate out variables that you can't otherwise control against To get you started with measuring available light you'll likely need a light meter of some sort This and this are just two examples of what I'm sure you'll be able to readily find with some searching Once you have a lux measurement for the area you can convert that to lumens using a standard calculator Searching will turn up a number of sites such as this one I didn't put the equations here as there are a number of steps involved including determining the area of the room"
69,inzinjerstvo,"Short answer make it thicker Long answer The moment of inertia affects the beam's ability to resist flexing Use one of the many free online moment of inertia calculators (like this one ) to see how increasing the height of the beam will have an exponential effect on increasing the stiffness of the beam And this site helps provide a pictorial view of the load(s) upon a beam depending upon differing configurations such as where the supports are and where the load is applied It also provides a calculator to determine the forces involved Wikipedia has a decent article for area moments of inertia In your particular case you're asking about a filled rectangular area and I x = bh 3 /12 The height has an exponential factor of 3 whereas increasing the base does not have an exponential factor So for the same amount of material increasing the height stiffens the beam better To be clear you can make the beam sag less by increasing the width of the plate It's just more effective to make the plate thicker Current moment I x = 30 * 2 3 / 12 = 20 mm 4 Increase width by 1mm I x = 31 * 2 3 / 12 = 20 6 mm 4 Increase height by 1mm I x = 30 * 3 3 / 12 = 67 5 mm 4 And if for some reason you can't easily increase the thickness of the plate you can consider a different beam structure Currently your beam is a simple rectangle You can easily use a T-beam or an I-beam in order to stiffen the plate instead Again while I've provided some suggested links to online calculators feel free to search for and use others that you may prefer"
70,inzinjerstvo,"It sounds like what you're looking for is a bandpass filter It will filter out any signal outside of a given frequency range If the noise isn't too strong the main signal should come through fairly clearly The actual design of the bandpass filter is another matter depending on what frequency range you need and how prevalent the noise is It may not spit out a perfect sinusoid but it might get you close enough that you could use your least-squares method on the bandpass output to generate the sinusoid"
75,inzinjerstvo,"Most bridges (and overpasses) are built to cross over something With a few notable exceptions most of these somethings are relatively long perpendicular to the desired crossing direction and fairly narrow parallel to it Therefore a simple two directional bridge best meets the needs of the engineering problem Engineers always try to solve a problem in the simplest possible way to prevent introducing more problems than they have solved If a simple two-way bridge solves the problem then there is no reason to complicate the solution Along those lines vehicular traffic flow on a three-way bridge can be fairly complicated and may not easily facilitate high traffic volume I believe that is why you will find more pedestrian bridges created in this style As for Michigan I don't know It's entirely possible that a structural engineer or engineering company in the area had a fondness for that type of structure and bid on those projects with three-way designs"
76,inzinjerstvo,"I think you are talking about roundabouts not traffic circles It is baffling to those of us in the UK that Americans think roundabouts are a new idea In the UK we have so many variants from mini-roundabouts all the way up to full motorway junctions (a giant roundabout above or below the motorway) So do roundabouts take up more space Not necessarily this is a mini roundabout It's nothing more than a slightly domed area of paint on the road no lights are necessary you can actually drive straight over the top of it rather than around it its main purpose is simply to dictate who has right of way so that everyone knows who should yield and who should go In a busy town or city environment roundabouts do not work well because excessive traffic from one direction with right of way can completely stop all other traffic causing congestion in other directions Some roundabouts have lights or peak-time signals to prevent this One great thing is that they're easy to modify (adding lights making it mini (drive-overable) adding another entry-point etc Everywhere other than in busy grid-based towns/cities they are ideal So from a highway engineering perspective The main pros are Cheap to build Agile (Flexible / extensible) Scalable to suit any junction size Mutable (add peak signals bypass lanes extra incoming roads) Modular (google image search for double roundabout magic roundabout ) Easy and safe for drivers to use (rules don't change in any configuration) Aids navigation of complex junctions from simple road-signs (just count the exits) Cons are Annoys drivers on country roads when you'd like to just bypass Not suitable for busy city grids"
83,inzinjerstvo,"You can use a sort of double diameter washer I've made that name up but I am pretty sure such a device exists That's a cross section of one of your linkages The white things are the aluminum pieces the grey one is the screw the yellow is the nut while the red is the double diameter washer If you can found some washer that is slightly longer than your aluminum bars thikness you are good to go Of course if it's too long the linkage may become lousy but with a good cutter you can trim them down or you can also add some regular washers between the red one and the nut"
90,inzinjerstvo,"First of all the main documents you need to know DIRECTIVE 2004/108/EC relating to electromagnetic compatibility http //eur-lex europa eu/LexUriServ/LexUriServ do uri=OJ L 2004 390 0024 0037 en PDF DIRECTIVE 2006/95/EC on low voltage devices http //eur-lex europa eu/LexUriServ/LexUriServ do uri=OJ L 2006 374 0010 0019 en PDF (and the version entering into force in April 2016 http //eur-lex europa eu/legal-content/EN/TXT/PDF/ uri=CELEX 32014L0035&amp;from=EN ) Those documents form the basis of your work Also they define if your device is subject to the directive or not Depending on the case you could also be subject to the R&amp;TTE Directive and RoHs Directive) The Annex I of both documents informs us on the essentials requirements to meet Mainly it says that your product must be safe for humans pets and property and that it should not be impacted by the electromagnetic emissions of other nearby devices nor it should impact them with its own emissions What's really interesting lies in the Annex II of the first document and in Annex IV of the second document These parts defines the conformity assessment procedure you'll have to follow There are 8 procedures (called modules) of conformity assessment internal production control (module A); CE type-examination (module B); conformity to type (module C); production quality assurance (module D); product quality assurance (module E); product verification (module F); unit verification (module G); full quality assurance (module H) In our case the one to follow is called Internal Production Control Basically what you have to do is write the technical documentation This document should be made of those parts a general description of the electrical equipment conceptual design and manufacturing drawings and schemes of components sub-assemblies circuits etc descriptions and explanations necessary for the understanding of said drawings and schemes and the operation of the electrical equipment a list of the standards applied in full or in part and descriptions of the solutions adopted to satisfy the safety aspects of this Directive where standards have not been applied results of design calculations made examinations carried out etc test reports We learn what we have to do in order to respect the directives The main constraint here will be showing that you have indeed accessed the harmonised standards This can cost quite a hefty sum of money However Afnor (the French certification organism) provides subscription to their database which can be cost effective compared to buying individual standards) Your local certification organism should have a similar offer The harmonised standards list to be followed is available here for the EMC directive http //ec europa eu/enterprise/policies/european-standards/harmonised-standards/electromagnetic-compatibility/index_en htm for the LVD directive http //ec europa eu/enterprise/policies/europ"
93,inzinjerstvo,"In case Eurocodes do not provide enough information some sources exist In the case of elastic critical moment for lateral-torsional buckling an NCCI (Non-contradictory complementary information) document exists The document code is SN 003 and one version (maybe not the latest) can be accessed here Hopefully this will cover your current needs In addition the French technical centre for steel construction has developped a couple pieces of software that can run the calculation for you LTbeam for beams under bending sollicitations LTbeamN for beams under bending and compression sollicitations"
96,inzinjerstvo,"I will leave the main part of the previous answer below as it contains more information about the differences between several radio protocols As for the differences between Zigbee 3 0 and Z-Wave let's do a side by side comparison Frequency Zigbee uses the 2 4GHz band while Z-wave uses the 868MHz band in Europe and the 900MHz ISM band in the US (see the frequency coverage here ) OSI Layers Zigbee is based on the IEEE 802 15 4 spec for the PHY/MAC Layers where Z-Wave is based on ITU-T G 9959 rPHY/MAC The Z-Wave protocol stack was developped by Sigma Designs (and the standard is maintained by the Z-Wave Alliance) whereas Zigbee is developped by the Zigbee Alliance Both networks have mesh capabilities Ecosystem Z-Wave claims to have more than 1200 products on the market Zigbee claims a similar figure Documentation Zigbee 3 0 spec is (for now) only available to Alliance members (the other Zigbee standards can be downloaded after entering some information (which can be bogus if you somehow want to stay anonymous)) Z-Wave requires you to buy the dev kit or join the Alliance to access the spec Certification Both protocols will require a certification to be fully certified and to be able to use the protocol logo More generally here is what you need to take into account when choosing a protocol Frequency The protocols you named all uses the 2 4GHz band but a lot of other protocols uses the 868MHz the 915MHz the 433MHz band The idea is the lower the frequency the lower the energy use and greater the range At least in theory One also have to consider the physical size of the antenna (the lower the frequency the bigger the antenna) OSI Layers used Some of the protocols out there only implements one layer of the OSI model and you will need to have another layer implemented to be able to communicate Ease of use of protocol some protocols are very easy to use (for example EnOcean) some are more complicated (Zigbee BLE) They differ in their capabilities and the freedom you have to send the information Bitrate frame size useful payload How much information you can send in a given timeframe Depending on your use you may need to send a lot of data where different protocols may or may not behave well with this Collision and packet collision avoidance how does the protocol manages the band use and prevent packet collision (two objects sending at the same time) Ecosystem Are there a lot of other devices out there using this protocol What do you want to connect your object to (smartphone directly Internet directly Something else) Do you need a local gateway to access internet Documentation availability Is all the information necessary freely available Is it locked (does it require membership to an association to be read) Is it behind a paywall Last but not least Cost of use To be implemented and sold in your products some protocols will require you to join the Alliance so you can certify your product compliance with the protocol This often cost a lot of money (depends on the protocol) I thinks this pretty much sums it all and should give good pointers to the right direction to look for more information"
99,inzinjerstvo,"In general you want to stay below the recrystallization temperature Steel is composed of grains and different types of steel have different grain sizes The size of these grains affects the steels behavior once it gets past the yield point At the recrystallization temperature new grains will nucleate and grow which undoes any sort of hardening that the steel may have previously gone through However this temperature will vary depending on the alloying elements in the steel so if you don't know the grade it'll be hard to know the recrystallization temperature Unless you're going to be working it around 900°F (500°C) I don't think that should be an issue This chart shows the temperatures at which different heat treatments are done Source"
104,inzinjerstvo,"This is something that I've looked at with tunnels rather than pipes and arguably with smaller deflections Hopefully it'll be some help however If you can satisfy yourself that the rate of curvature is relatively small- then you can approximate the stress generated by the lowering using simple beam theory $$\sigma=\frac{Ey}{R}$$ Where E is the Youngs Modulus y is the distance from the neutral axis you are measure the stress at (i e the radius of the pipe itself) R is the radius of curvature Mechanically you'll need to check that the stresses in the pipe along the parabaola that defines your curve never exceed the limiting stress of the pipe material and (probably more critcally) the capacity of the connections This is a bit of a simplification and depending on the type of pipe the joints themselves will have some play"
105,inzinjerstvo,"Two points make a line so a long tube with a photodiode on the bottom should be able to find the sun (assuming no clouds ) In regards to Solar Photometry I think Forrest Mims is making photometers from the wavelength response of different LEDS using LEDs as detectors"
111,inzinjerstvo,"I know your question is about springs but I don't think that springs are the answer to your desired application As you mentioned the inward force from air pressure is very large so not only do you need a strong spring but you also need a material for the paneling which is light and can take those kind of forces Additionally you would need to evacuate the air that seeps in through the material at a molecular level There are good reasons lighter-than-air aircraft use a low-density gas inside the balloon There is no requirement for exceptionally strong and light materials There is no (or very low) pressure differential between the inside and outside and therefore no tendency for the gas to escape or the atmosphere to seep in You may be interested to read the Wikipedia article on vacuum airships in particular the section on material constraints This shows the proof that even using a strong shape (hollow sphere) made of diamond the pressures are too great for the structure to withstand once you thin it down to be light enough to become buoyant Given that in these ideal conditions it is not possible it seems unlikely that a spring in a balloon would be possible However the Wikipedia article does leave open the possibility that if the wall of the sphere was not solid for example if it was made of a honeycomb structure then it may still be possible I have no idea if anyone has done the math on this though"
114,inzinjerstvo,"There are a number of standards to address hydrogen embrittlement in the manufacture and coating of fasteners Here in the US ASTM F1940 and ASTM F519 would apply Hydrogen embrittlement is also a concern for structural welds but should be addressed by your welding code The problem doesn't seem to be in the spec as often as in the quality control at the point of manufacture In situations where this is a big risk requiring third party inspections and testing are likely the most effective step the engineer can take"
115,inzinjerstvo,"So there's an incorrect assumption underlying your question In an ideal world the lifting capacity required of the jacks would be the self-weight of the bridge divided by the number of jacks (+ allowances for wind/snow etc ) And the assumption there is that the lifting capacity is equivalent only to the weight of the bridge The problem is that if anything goes wrong you're likely to see a catastrophic failure of some sort which could lead to irreparable damage Real world lifts don't operate in that ideal manner and instead rely upon a safety factor in order to make sure that the lifted weight is well within the limitations of the equipment And in some cases the safe working limit (SWL) may be derated further from the working lift limit (WLL) if there are any extenuating circumstances such as worn equipment or hazardous weather So the ideal lift capacity is one that is significantly larger than load to be lifted The actual lift capacity used is tempered by the fact that you generally pay for that lift capacity whether you need it or not According to the Wikipedia article on safety factors a factor of 2 is common with building materials and 3 is common for automobiles You need to weigh the risk to human health or safety within the lift you're considering and use an appropriate safety factor A conservative approach would be to use a higher safety factor of 3 so you need at least 3 times the bridge weight for the lifting capacity Assuming you're staying within the SWL and WLL of the lift equipment you're using that still doesn't necessarily account for the binding forces caused by corrosion between the bridge and the bearings supporting it Static friction can also come into play if the bridge itself has to be slid out of the supporting structure Unfortunately it's hard to determine what that binding force is going to add up to without a lot more detail At a minimum you would need to know the materials involved and the cross sectional area of contact between them You would also want to approximate how long they've been exposed to the elements and what sort of conditions the elements have brought - such as salt water exposure vs mountain air This is where I'm going to wave my hands in an airy fashion and not attempt to swag the binding force created by corrosion Static frictional force can be guessed at a little more easily than the corrosion binding $\mu_{static}$ ranges from 0 6 to 0 8 for various materials in contact with steel And while the general formula for calculating the Force from friction is $F_{static} = \mu_{static} * F_{normal}$ that equation also assumes horizontal movement As you're likely lifting vertically not sliding horizontally the static frictional forces will be less since the equivalent $F_{normal}$ for vertical motion will be less Based upon that I'd use a conservative guess of $\frac 23$ or $\frac 34$ of the weight of the bridge to estimate the static friction forces involved in the lift Experience and the particulars of the lift will guide you in adjusting that guess up or down So depending upon your safety factor it could very well be that the SWL of the equipment will provide sufficient lift to overcome any static friction or binding caused by corrosion Or it could be that you need to increase the lift capacity requirements to overcome that effect And it's worth pointing out that equipment can exceed those limits so a lower safety factor may be good enough to get past the effects of static fr"
116,inzinjerstvo,"Considering that reverse osmosis is not the only way to desalinate water I think that yes there is a lot of development potential in desalination but that potential might not lie in improvements to existing techniques To justify this conclusion and illustrate some areas where there could be a lot of development potential I present to you my idea for a combined wave wind and solar desalination and power plant I haven't done any maths on this to calculate the area of land needed or costs or output so it might not be viable as-is But I think the concepts described below (and remember this is just one idea) demonstrate that there is development potential in the following areas Using renewable energy sources on-site to power the plant Using direct-drive energy instead of electrically transmitted energy Directing and amplifying natural processes of desalination Combined wave wind and solar desalination and power plant Inputs No external energy input Cleverly harnessed wave wind and solar Outputs Energy (electricity) Fresh water Cool air Location This plant requires a hot location with large area of cheap land by the ocean and a relatively consistent wind Stage 1 - Wave Pump A wave-powered pump raises sea water into a large lake on land Here is an example of a direct wave-powered pump other types of wave power harnessing typically convert mechanical motion into electricity However that motion can be easily used to directly drive a pump Stage 2 - Evaporation Lake The evaporation lake is a large shallow area covered in a greenhouse-like way to aid evaporation The sea-water flows away from the ocean along channels in the lake-bed then back again towards the ocean in the next adjacent channel where it drains back into the sea This prevents the build-up of deposits as the returning sea-water will take them with it and return to the sea more concentrated The roof may contain Fresnel lenses or other solar concentrators to help evaporation A wind-catching tower blows air across the lake to lower air pressure and aid in evaporation This tower could be like those used in Masdar City or a standard wind turbine tower with either electrical or direct transmission to a series of fans The result is a continuous airflow across the lake which carries the water vapor to the far side where it is channeled up a wide column into the next stage Stage 3 - Condensing Tower The water vapor is channeled up a large column to a condensing chamber high on the tower Here a series of fins are cooled by a heat-pump driven directly by a wind-turbine on top of the tower the water condenses on the fins and drains into a fresh-water tank near the top of the tower Stage 4 - Power Generation The water from the condensing tower is lowered to a height suitable for a standard water-tower through one or more water turbines to generate power Stage 5 - Filtering and treatment The salty sea-air will also condense on the fins and there may be small airborne particles and particles from wear on stages within this process that get into the water so it will probably need further filtering and treatment to make it drinkable Some of the power from the water turbine may be used for this There you have it you have clean water above ground level so pressure is already availabl"
118,inzinjerstvo,"I'm not a pump expert but I would have thought that an Archimedes screw pump would be ideal in such a situation"
123,inzinjerstvo,"I've found a fairly comprehensive source There are five main types Mechanical pumps A piston and a rotary valve are used the push the concrete through Hydraulic pumps Hydraulics are used to pump the concrete Schwing pumps Two cylinders are used One to receive concrete from the input hopper and one to release it into the output pipe The two cylinders are connected by a flat gate valve Apparently Fredrich Schwing started a company to manufacture concrete pumps Unfortunately their website does not have much information Thomsen pumps Similarly to the Schwing pump two cylinders are used with internal pistons The difference is that a flapper valve (a type of check valve ) is used Squeeze-crete pumps A rotating cylinder is used to squeeze the concrete through"
124,inzinjerstvo,"I think I know what you mean The terms selling and salesmanship are somewhat confusing in this context Really you just need to be able to explain the situation and the reasons behind it in a context that the other side can understand This differs when talking to management or engineers I would call this more justification than selling 1 Justifying to management If you are talking to management to get a green-light for an idea you need to not only explain why it is technically viable but also what the business benefits are of this idea above other ideas For example it costs less to initially implement; it is easier to maintain (costs less); it is harder to maintain (creates lucrative service contracts) What is 'good' really depends on the business strategy of the company as highlighted by the last two examples which are opposite from a technical perspective but both might be considered beneficial under different business strategies If you don't like or disagree with the business strategy of your company leave and start your own business and treat your customers better Or at least you can begin to understand why your ideas are not adopted despite being technically fantastic 2 Justifying to engineers It sounds like you've already got the go ahead from management and now you're struggling to convince other engineers why this way is actually better Well the reason you're struggling is because those other engineers don't understand the business strategy and how your idea fits in with it So now you find yourself in the odd position of having to explain the business strategy to engineers You don't have to justify the business strategy itself only why your technical solution fits in better with the business strategy dictated to you from management You need to do this in terms that non-business oriented engineers will understand which can be tricky because quite often the best technical solution is at odds with the business strategy Example I'll use a real-world example that I had to deal with recently to explain This is from a software company but applicable to any engineering situation The company wanted to have two separate work streams (two teams) doing essentially the same thing creating two different products (that do the same thing) for two markets Utter madness technically especially when both products could share so many components and in fact could even be the same product with some minor configuration options to address the differences in these two markets Engineers were struggling to agree with this approach until I explained to them that 80% of the revenue was coming from one market and the competition there was also much more fierce so the business strategy was to focus one team solely on this market without any consideration for supporting the other market so that they could move quickly and stay ahead of the competition The secondary market was still worth exploiting and growing so the second team would focus on that This is the strategy given to us this is the problem we need to solve not that other problem of making the single-product Conclusion I don't think you need to learn sales you just need to be able to identify when other engineers are trying to solve a different problem than you (normally caused by ridiculous non-technical things like customers profit economics and all that malarkey) Then you need to be able to explain what the problem actually is and why so that they jump on board with your (already accepted by management) idea"
131,inzinjerstvo,"This is quite a vague question so only a very broad and vague answer can be given Here are some ways to achieve this Invest in marketing to increase sales or hold more stock so that you can buy parts in larger quantities and get better pricing Negotiate with suppliers and make a commitment to buy a large quantity over time in order to get better pricing without a large initial investment Look for areas of your design where some parts are potentially unnecessary For example non load-bearing parts may be clipped on or glued in place rather than using bolts Fewer or smaller parts may be used in some areas etc Split your product into a core product with optional add-ons to reduce the base-price for entry-level customers Look for alternate materials and alternate parts that achieve the same function without compromising the product design goals"
134,inzinjerstvo,"You are correct that the cutting speed of the material is what determines the rpm for your drill-bit This actually makes the calculation very simple $$ \text{Spindle speed (RPM)} = \frac{\text{Cutting speed}}{\text{Circumference}} = \frac{\text{Cutting speed}}{? \cdot \text{Diameter}} $$ The thing you need to be careful of is the units of cutting speed and diameter For example Metric If your cutting speed is in $m/min$ and your diameter is in $mm$ then you need to multiply your cutting speed by 1000 so that it is in $mm/min$ Imperial If your cutting speed is in $ft/min$ and your diameter is in $inches$ then you need to multiply your cutting speed by 12 so that it is in $inches/min$ For more information see spindle speed calculations on Wikipedia"
139,inzinjerstvo,"The primary difference between Rankine and Coulomb earth pressure theories is that Coulomb's considers a frictional retaining wall In other words the interface between the soil and the retaining wall is not assumed frictionless (as it is in Rankine theory) That being said it is typically considered that Rankine underpredicts the true orientation of the failure surface whereas Coulomb overpredicts the orientation In that sense you could use both methods and use the two solutions to bound what will likely occur Terzaghi (and Peck)'s method is largely empirical It simply uses the soil's classification and the backfill slope then they simply tabulated coefficients of lateral earth pressure That being said they aren't bad it's just that any empirical solutions like this tend to be relatively site specific so the solution needs to be taken with a grain of salt"
142,inzinjerstvo,"A yahkchal is an example of a type of passively cooled building in Iran They utilise a combination of passive evaporative cooling and thick thermally insulating walls in order to keep the interior temperatures low enough First wind is directed into underground aquifers known as qanat They are then cooled due to the low humidity desert air causing water to evaporate The cooled air then flows through the interior of the yakhchal cooling the interior The thick insulating walls (filled with earth and various insulating materials such as straw and feathers) help to insulate the cool interior from the hot exterior therefore maintaining a low temperature inside the yakhchal"
145,inzinjerstvo,"You need to ensure that even in the worst case scenario you still meet your measurement spec of 10 +- 1mm If your tolerance is 0 2mm of your measurement then a measurement of 11mm while may look like it meets spec it doesn't because it could be 11 1mm So the worst case that still meets your spec is a measurement of 10 9mm because then with a max tolerance of 0 2mm you still meet 11mm With a 0 2mm tolerance your 10 +-1 spec becomes 10 +- 0 9 How should a measurement of 9 9mm be treated So revised spec is between 9 1mm and 10 9mm so 9 9mm is within spec"
149,inzinjerstvo,"I would think the friction regimes will be very different especially for something like a gum barrel where the projectile is contained At high speeds plastic deformation of the surface will be much more significant as well as possible chemical reactions due to the heat/energy Therefore I wouldn't necessarily expect the coeffcients to be similar You could possibly could set up a test rig using a high speed touching a flat plate to test the friction at high speed outside a barrel However I haven't thought about the details and this would probably be difficult\expensive\dangerous to set up A quick google gives me this paper which supports my theory that friction would not behave consistently"
