Id,Body,oblast,odgovor
4069,I'm currently taking VCE (Victorian Certificate of Education) Chemistry classes and we're currently studying the interpretation of spectra produced by Hydrogen NMR (Nuclear Magnetic Resonance) spectroscopy When studying the spectra of High Resolution 1 H NMR the peaks representing the different Hydrogen environments are split into multiplets based on the protons surrounding these environments There has been a considerable amount of confusion in my classes over the actual principles / rules of thumb on how to calculate the multiplets for a particular environment of a known chemical (i e ; known structue) based off the 'n + 1' rule (i e ; an environment with n neighbours will be split into n+1 multiplets) We are absolute on the principles that; Peaks of a particular Hydrogen environment are not split by neighbouring protons in equivalent environments OH does not and is not split by it's neighbouring environments However immense confusion arised over whether the following principle was correct Peaks of a particular Hydrogen environment will only be split by the protons in neighbouring environments once for each type of neighbouring environment e g The middle CH 2 environment in CH 3 –CH 2 –CH 3 will only have 4 peaks; Although it has 6 neighbouring protons they are two lots of the same environment (CH 3 ) As a class we found numerous examples from different text books and sources that provide examples of ¹H NMR spectra which did not clarify the matter; Some considered all neighbouring protons as neighbours others discriminated on the repeated neighbouring environments For example the CH 2 in CH 3 –CH 2 –CH 3 was sometimes split into 4 peaks or 7 peaks depending on the source Many Chemistry teachers contradicted each other on the matter There was repeated self corrections made by the teachers such that now nobody really knows whether this principle is correct or not So is there anybody that has the correct information on the matter Is there a reasonable explanation behind this strange lack of correlation or is there a common misconception about multiplet splitting Ultimately; How many multiplets should the CH 2 in CH 3 –CH 2 –CH 3 have (Note that if there is a complicated explanation that I am currently only at Year 12 VCE level so links to resources I can pursue would be extremely helpful It's been established that VCAA (an authority for the education system in Australia) ensures that the chemicals featured in the exams for NMR analysis will not be of a structure so as to allow the ambiguity above ),hemija,4078
4071,I am curious about the timescales of protonation and deprotonation of solvent systems As a followup how is this affected when the proton source is separated by an organic phase For instance it is known that the pH inside a liposome can be maintained from the outside What are the timescales of protonation when the protons need to be transported across various micelles thickness,hemija,21319
4072,Our work is faced with the issue of determining the charge of compounds that are dissolved in chloroform One could realistically determine the charge of the relevant moieties knowing the pKa of those groups However how would you determine or calculate the pH of an organic solvent An alternative way of asking this question is how would one calculate the concentration of hydronium ions or free protons in a nonaqueous solution,hemija,4318
4076,The Hofmeister Series is a useful metric in understanding how to precipate proteins However wikipedia and many other source indicate that the order of the series is rather empirical I'm curious about the variety of explanations of the mechanism of the series as well as the application of the series to other non-protein macromolecules,hemija,4077
4079,All arenes when treated with hot conc acidic $\rm KMnO_4$ are oxidised to benzoic/pthallic/etc acids I've tried to examine how this happens using the mechanism of oxidation of double bonds via cyclic intermediate as a reference but I can't manage to cook up a satisfactory one In an older book I have read that there is no (known) mechanism for many organic oxidation reactions I'm inclined to think that this may have changed So is there a mechanism for this If so what is it If not what are the hurdles in finding this mechanism (eg why don't other proposed mechanisms if they exist work ),hemija,4086
4087,I have a solution of copper acetate and I would like to play around with the ligands to get different colors Background The copper acetate was made through mixing vinegar (5% acetic acid) NaCl and C$_{\textrm{(s)}}$ The deep blue-colored copper acetate spontaneously formed during a month in my dark storage room [edit] I neglected to mention that the experiment simultaneously produced a 0 5 inch deposit of what appears to be Copper Carbonate or Verdigris on the bottom of the 1 Liter beaker Also I have let the copper acetate solution evaporate for several years now The former 1L is now 1/2 liter and has begun precipitating crystals (like the ones on the wiki page) Fun fact During the Renaissance glacial acetic acid was made by dry distilling metal acetates and primarily copper(II) acetate [/edit] Question(s) What easily obtained household chemicals may be mixed with samples of the copper acetate to change the ligands attached to the copper and thereby alter the color Will heating or cooling the solution change the color and/or ligands,hemija,4101
4088,One frequent argument against the safety of the synthetic sweetener aspartame is that it can be hydrolyzed with one of the hydrolysis products being methanol which is known to be toxic Of course usually not much aspartame is added in food anyway to yield a sufficient amount of methanol or its oxidation product formaldehyde but this does beg the question why wasn't say the ethyl ester chosen to be developed as an artificial sweetener Is there a structure-activity relationship between the alcohol used to esterify the dipeptide and the sweetness of the product,hemija,4173
4089,The nucleobases in DNA and RNA are generally present in the keto-form and not in the enol-form As an interesting historical note James Watson and Francis Crick did initially believe them to adopt the enol-form which isn't compatible with the correct model of the DNA they later proposed But there are some reports indicating that in certain RNA structures guanosine and uridine form essentially a Watson-Crick basepair where one of the two bases is present in the enol-form instead of the usual G-U wobble base pair Is there anything known on how large the energy difference between the keto- and the enol-form of those bases actually is,hemija,4095
4091,I am working on metal and its ion The problem is I would like to know whether the metal has been converted to its ionic form or not The hypothesis for the analysis is Metals are good conductors and ions possess redox potential Therefore by measuring the conductance and red-ox potential is it possible to differentiate whether I have metal or metal ion The question is Based on the hypothesis can I expect a positive result Apart from this is there any other technique where I can qualitatively / quantitatively measure metal and its ion,hemija,4097
4092,Whilst we are taught to represent benzene as below (A) due to its delocalised electrons however when two benzene rings share carbons (e g naphtalene) it seems to be more commonly represented in textbooks as two conjugated rings (B) Whilst I realise that the result is the same what is the advantage gained by drawing them like this rather than (C) Is it simply a matter of clarity A B C Whilst draing those in Marvin I wondered if it was as the delocalisation between the shared carbons isn't shown I e it looks like the electrons are delocalised across both rings separately rather than as one big ring,hemija,4098
4105,It is known that although only the (S) -enantiomer of the infamous sedative thalidomide possesses teratogenic properties it is not very useful to administer the pure (R) -enantiomer since it is racemized within the body Are there other known examples of drugs that are stereoconverted in vivo How does the body perform the conversion,hemija,4106
4141,I'm looking at the melting temperature of metallic elements and notice that the metals with high melting temperature are all grouped in some lower-left corner of the $d$ block If I take for example the periodic table with physical state indicated at 2 165 K I see that (apart from boron and carbon) the only elements still solid at that temperature form a rather well-defined block aroung tungsten (which melts at 3 695 K) So what makes this group of metals melt at such high temperature,hemija,4338
4142,Many diagrams of orbitals I've seen involve electrons moving through a center point—where the nucleus is How can this be Clearly they don't actually pass through the nucleus so what does happen,hemija,4186
4148,Both Vanadium and its 3+ ion are paramagnetic Use electron configuration to explain why this is so The electron configuration of Vanadium is [Ar] 4s 2  3d 3 If drawn in a box diagram it would be shown that the electron in the $d$ orbitals aren't paired This explains how an uncharged Vanadium is paramagnetic but if Vandium loses 3 electrons the only shells left are ones with paired electrons How can a Vanadium 3+ ion be paramagnetic if it loses all its unpaired electrons,hemija,4150
4151,When I look around for why copper and chromium only have one electron in their outermost s orbital and 5/10 in their outermost d orbital I'm bombarded with the fact that they are more stable with a half or completely filled d orbital so the final electron enters that orbital instead of the 'usual' s orbital What I'm really looking for is why the d orbital is more stable this way I assume it has to do with distributing the negative charge of the electrons as evenly as possible around the nucleus since each subshell of the d orbital is in a slightly different location leading to a more positive charge in the last empty or half-filled d orbital Putting the final electron in the s orbital would create a more negative charge around the atom as a whole but still leave that positive spot empty Why does this not happen with the other columns as well Does this extra stability work with all half or completely filled orbitals except columns 6 and 11 are the only cases where the difference is strong enough to 'pull' an electron from the s orbital It seems like flourine would have a tendency to do do this as well so I suppose the positive gap left in the unfilled p orbital isn't strong enough to remove an electron from the lower 2s orbital,hemija,4160
4152,My chemistry book explains that even though electrons in the 2p orbital are closer to the nucleus on average electrons from the 2s orbital spend a very short time very close to the nucleus (penetration) so it has a lower energy Why does this tiny amount of time spent close to the nucleus make such a big difference It seems like it should be the average distance that matters not the smallest distance achieved at any one point in determining stability What makes that momentary drop in energy so important that it is outweighs all the time spent farther away from the nucleus with a higher energy,hemija,4376
4153,There are some stereochemical reactions that result in the presence of enantiomers When moving forward with a practical organic synthesis how does one usually separate them in order to continue with one of the enantiomers,hemija,4155
4158,The most stable cyclohexane form is the chair conformation but on the other hand the bigger the side-chain of the cyclohexane is its hydrogen atoms become more equatorial rather than axial which brings them closer to the cyclohexane's hydrogens Shouldn't they arrange in a less energetic but a more stable conformation,hemija,4322
4162,Phosphate buffer is a common buffer in biological applications it's especially popular for NMR Magnesium ions are necessary for many biological systems to work though the amount of magnesium ions you can add in a phosphate buffer is limited by the relatively low solubility of magnesium phosphate What I'm curious about is whether the phosphate buffer can affect the availability of magnesium ions even in concentrations where no visible precipitation occurs Common phosphate buffer concentrations are around 10-100 mM and magnesium ions are usually 5 mM or below At those concentrations I see no visible precipitation but is the magnesium actually fully available or is the phosphate sequestering it and thereby lowering the effective magnesium ion concentration in the solution Even just calculating the solubility of magnesium salts in phosphate buffer is not straightforward as there are multiple species of magnesium phosphate and possibly even other salts like $\ce{MgKPO4}$ Does phosphate buffer affect the availability of magnesium ions in solution compared to a non-interacting buffer If that is so is there a way to calculate the size of that effect,hemija,8681
4163,I was tasked with figuring out whether Carbon or Nitrogen has a more negative electron affinity value I initially picked Nitrogen just because Nitrogen has a higher Z$_{eff}$ creating a larger attraction between electrons and protons decreasing the radius causing a higher Ionization Energy and therefore decreasing the electron affinity value but I was actually wrong and the solutions manual explains it as this As you trace from C to N across the periodic table you would normally expect N to have the more negative electron affinity However N has a half-filled p sublevel which lends it extra stability therefore it is harder to add an electron Are there any major exception rules when comparing electron affinity I'm hesitant to use Nitrogen as an exception because I don't know how far it extends If Nitrogen has a more positive EA than Carbon does that also extend to Boron or Aluminium or Phosphorus I later found that this also applies when comparing Silicone and Phosphorus The explanation was the same What exception rules should be noted when comparing electron affinity Are there any at all And how far does the exception with atoms with half-filled p sublevels extend Note I'm not entirely sure which tags fit this question so I encourage anyone who knows to edit it in,hemija,4166
4164,Most periodic tables only feature one Hydrogen atom on the top of the first group But some like the one I was given also show Hydrogen in the 7th group to left of Helium Why are there two Hydrogen atoms What's the difference between the two and why do we work with the left one more often than the right,hemija,4165
4168,Overall ring strain seems to be a big issue when it comes to organic chemistry That is why cyclopentane may be in an envelope form or why cyclobutane may be in a kinked kite form Both of these example molecules are not planar So why is epoxide (oxacyclopropane) a stable molecule if at all,hemija,4171
4172,According to wikipedia and the references given therein $\pi\cdots\pi$ stacking interactions are the result of interaction between the quadrupole moments of two aromatic rings rationalising the stabilisation of perpendicular and offset-parallel association modes of the benzene dimer Conventional wisdom is that the supramolecular complexes of buckminsterfullerene and functionalised corannulenes (the so-called buckycatchers) are stabilised by $\pi\cdots\pi$ stacking How can the quadrupole interaction explanation be reconciled with the pseudo-spherical symmetry of buckminsterfullerene Surely the interaction must be entirely Van der Waals in nature,hemija,4183
4174,Since the steam pressure of ammonia is higher than that of water I would expect distillation to be a reasonable way of seperating a mixture of both However in industrial applications known to me there's always a step of stripping the ammonia chemically from the vapor Why is this necessary,hemija,4451
4180,For example why does for example oxygen turn into gas at a much lower temperature than water Does it have anything to do with the molecular structure A water molecule does have a more complex structure than oxygen though the R-410A (a mixture of two gases commonly used in heating pumps) is much more complex than water and it boils at -48 5 degrees Celsius,hemija,4181
4187,If dry ammonia gas is passed through anhydrous copper sulfate will it turn blue (due to the formation of tetraamminecopper(II) complex) Or will silver chloride form diamminesilver(I) complex in liquid ammonia If the above complexes do not get formed in non-aqueous mediums why is it so,hemija,4188
4189,Over the course of my studies I have switched largely from using Z-matrix representations of molecular geometries in calculations to Cartesian representations The software that I use now makes it easy to add the sorts of constraints/restraints/transits that I would have previously used Z-matrices for and I know that Z-matrix geometries can be problematic in large molecules * where minute changes in a bond angle or dihedral (due for instance to rounding errors/low-quality gradients) can result in large movements in peripheral atoms What pros or cons exist for either geometry definition that I don't know about What circumstances recommend one representation over another *Or small molecules with silly Z-matrices,hemija,4192
4191,Pennsylvania State University provides irradiated $\ce{NaCl}$ (180 000 rads of gamma radiation) to teachers for a very entertaining demonstration The salt is orange after irradiation When it is placed on a hot plate you see a flash of visible light and the salt returns to it normal color The explanation provided with the salt is that The heat allows the electrons that were trapped in the crystal structure (when the energy was deposited) to return to their original position This language evokes a picture of a particle electron in a crystal jail for me The explanation goes on to say that the energy is released as a photon of visible light (I understand this part of the explanation ) So my question is how are electrons trapped in a crystal structure What keeps them in an excited state,hemija,4193
4194,To my understanding cationic polymerization is a type of living polymerization but my teacher's notes and Wikipedia seem to suggest they're different I can't see the difference The same goes for anionic polymerization From what I've studied so far the difference must be subtle if there is one Is there such a difference,hemija,4524
4215,I've always seen benzyne (benzene with a triple bond) classified as an intermediate I really don't see why it needs to be an intermediate though The possible reasons I can come up with are flimsy It has an unstable sp 2 – sp 2 $\pi$ bent bond we have bent bonds with more angle strain in cyclopropane which is not an intermediate Though those bonds are $\sigma$ bonds It immediately reacts with itself to form a dimer biphenylene in the absence of other reagents there are many other molecules which spontaneously dimerize (eg $\ce{NO2}$ at certain temperatures) yet they are not classified as intermediates So what makes benzyne an intermediate More generally (but possibly too broad) what makes a molecule an intermediate,hemija,4218
4216,You can buy NMR tubes in a huge variety of qualities with an equally huge difference in price between the cheapest and the most expensive NMR tubes They are usually rated for a specific spectrometer frequency e g 300 MHz+ or 600 MHz+ What is the difference between these different grades of NMR tubes And how large is the effect on the quality of the spectra if a lower-grade tube is used,hemija,4219
4217,There are two kinds of bonds between polymers in solid material primary and secondary Primary bonds can be also called cross-linked bonds What is the difference between the two (strength type response to stress/strain etc) How do they compare to bonds inside a polymer,hemija,4227
4220,Given an organic compound is there any way to decide if it is volatile (or compare volatility--everything is volatile in the end) Volatility is due to the tendency to evaporate The conclusion I can draw from this is that a more volatile compound will be lighter and/or will have less intermolecular forces But this doesn't seem to work--I recall that methanol is less volatile than ethanol ([citation needed]) So are there any general guidelines for this or is it another experimental property,hemija,4223
4222,The main chemistry prep room at my institution (and also at the ambulance station) is labelled with the standard green compressed gas sign However there is a small '2' included within the diamond None of the chemistry technicians tutors or ambulance staff seem to know what it is referring to and I can't find any reference of it on the internet Would anyone here happen to know The related products of this online provider show that other hazards have different numbers but some also have two (e g flammable) Is there a standard that is being referred to here,hemija,4224
4228,Diborane has the interesting property of having two 3-centered bonds that are each held together by only 2 electrons (see the diagram below from Wikipedia ) These are known as banana bonds I'm assuming there is some sort of bond hybridization transpiring but the geometry doesn't seem like it is similar to anything I'm familiar with Carbon doing What sort of hybridization is it and why don't we see many (any ) other molecules with this bond structure,hemija,4229
4230,If you characterize the chemical bonds to two categories physical and chemical bonds how do you do it Aren't all bonds chemical and physical From the freedictionary com chemical bond Any of several forces especially the ionic bond covalent bond and metallic bond by which atoms or ions are bound in a molecule or crystal What is the physical bond then How should the atom be bonded to molecule if these bonds are not the ones What are these several forces excactly In the answer I would like to see the lists of chemical and physical bonds,hemija,4234
4235,Neil Bartlett (1932–2008) first synthesized $\ce{XeF{_4}}$ (and $\ce{XeF{_6}}$) in 1962 In the synthesis a nickel chamber is used and heated to 400&deg;C causing the formation of $\ce{NiF{_4}}$ which Wikipedia claims is not part of the reaction Due to the nature of the noble gas xenon one might imagine that the fluorines would need to could be forced onto the $\ce{Xe}$ atom at the same time otherwise with each addition the molecule would be even less energetically likely I was trying to ascertain in what geometric form the four fluorine atoms would configure themselves to make this addition possible I had first assumed that the nickel was being used as a catalyst and the fluorines could be plucked from its surface accordingly but this does not jive with the description of the synthesis above According to the response below one synthesis of the molecule does rely on forming fluoride radicals on a catalyst but it's mysterious that the synthesis above does not mention this Assuming there is no catalyst how are the fluorines at 400&deg;C oriented to allow the addition of 2 molecules at presumably the same time F - F F - F (and is that even possible ),hemija,4237
4236,I've known that hybridization in distorted geometries is not exactly $sp^3$ or $sp^2$ or whatever For example $\ce{PH3}$ has nearly pure $p$ orbitals in the $\ce{P-H}$ bond and the lone pair is in a nearly pure $s$ orbital Basically since hybridisation is an addition of wavefunctions instead of a perfect symmetrical addition of the kets we get something else While answering this question I realised that it's not that easy predicting the numbers Take the same image of $\ce{B2H6}$ At first seeing the 97&deg; I thought well the inner $\ce{B-H}$ bonds will be almost pure $p$ But with that I couldn't figure out where the 120&deg; came from because that is for perfect $sp^2$ I then realised that I was being stupid and it wasn't that simple--just because you have a 120&deg; doesn't mean pure $sp^2$ But I was at a loss trying to find out approximate hybridizations for $\ce{B2H6}$ How does one generally go about predicting such nonuniform hybridizations if one knows the bond angles Approximations are OK--I believe the exact mixture ratios will require some knowledge of the exact wavefunctions,hemija,4339
4238,I've always thought that orbitals lead to a loss of symmetry and have never been able to give myself a satisfactory answer to this I'll explain via an example Let's take an $\ce{N^3+}$ atom It's perfectly spherical and has no distinguishing 'up' and 'down' There is no set of 'preferred coordinate axes' for it since it has spherical symmetry (except the nucleus but I doubt that matters) Now let's give it three electrons They arrange themselves in the $2p$ orbitals one in each (by Hund's rule) Now suddenly the atom has lost its spherical symmetry — we have a distinct triplet of orthogonal directions separate from the others This leads to these questions How can symmetry 'break' this way Are the directions of the axes 'hidden' in the atom beforehand Are they themselves wavefunctions (though a wavefunction of wavefunctions sound odd to me this explanation makes sense-random events can break symmetries) So I'd like a clear explanation of how/why the symmetry breaks,hemija,4334
4240,Let's say I synthesized or isolated a chiral molecule and want to know the absolute configuration (R or S) of that molecule I could obviously solve the structury by X-Ray crystallography but that's a lot of work and I might not want to do that or might not have access to the necessary equipment What other ways exist to determine the absolute configuration of a molecule experimentally,hemija,4241
4242,I remember seeing a periodic table that had the top-left corner of the d-block shaded and marked as brittle If I recall correctly the elements were $\ce{Sc Ti V Cr Mn Y Zr Nb La}$ I think (Sorry I can't find much on it on the Net) The triangular shaded area is a clear indicator of a groupwise and period wise trend (similar to how the nonmetals form a triangle due to the electron affinity/Ionization potential trends) So I ask what are the trends leading to the brittleness of a metal and more importantly why are these trends there (usually trends can be explained in terms of simpler things like atomic size/sheilding/etc),hemija,8555
4243,During nitration of phenol both para- and ortho-nitrophenols will be formed Is there any way which we can synthesize para-nitrophenol only,hemija,4244
4246,I would like to know about a Chemdrawing sotware for 2-d molecular structures it should be mainly linux based (but if it supports other OS's then that would be great),hemija,4247
4249,Besides elucidating or verifying a chemical structure NMR can also be used e g for quantifying a mixture of different chemicals Depending on the quality of the spectrum and the specific substance integrating the NMR signals for the same molecule can result in significant variations from the actual ratio of nuclei which is known from the chemical structure What factors do affect the quantification of NMR signals in a proton 1D spectrum What precautions should one take during acquisition and processing of NMR spectra to make sure that the spectra can be analyzed quantitatively,hemija,4371
4250,I once had an Orgo TA refer to a diazo compound as diazo-boom-boom (the technical term) I have always been curious as to the reason behind the instability and reactivity According to wikipedia Some of the most stable diazo compounds are ?-diazoketones and ?-diazoesters since the negative charge is delocalized into the carbonyl In contrast most alkyldiazo compounds are explosive What is it about the alkyldiazos that makes them so much more unstable There doesn't appear to be any bond strain or other factors Naively I can say that having a resonance structure should make it marginally more stable,hemija,4251
4252,It seems that a rinsing agent helps the dishes in the dishwasher dry much better than they do without it (which I recently noted on my new dishwasher) What molecules are used in the composition of these rinsing agents How do they help the plates dry,hemija,4253
4263,I have come across many reactions that are zero order reactions but at one glance I'm unable to tell if they are zero order or not Is there any criteria that can be used to identify these reactions or are they purely experimentally determined,hemija,4265
4264,One of the drugs I work with is a beta-lactam (4-membered ring with an amide bond) fused to a sulfone ring tazobactam It's relatively stable in water; the lactam is not significantly hydrolyzed without being catalyzed When the lactam is hydrolyzed however typically by an enzyme and the lactam ring opened the sulfone ring also opens cleaving the bond between the sulfur and bridgehead carbon A paper by Kuzin gives the following reaction scheme (this is part of figure 2 click for the whole thing) and says of it (emphasis mine) The Ser70-bound moiety (2) is thought to be the initial intermediate [ ] Ring opening after departure of the sulfinate from C5 produces a reactive imine (3) and the more inert tautomeric enamine forms (4 5) But why is the sulfuryl (sulfone sulfonyl( ) ) leaving only when the lactam is opened and not spontaneously beforehand Other fused bicyclic beta-lactam drugs don't open the other ring where in lieu of the sulfone there is commonly a thioether (as in penicillin) The sulfone group seems more electron hungry but I don't see how the broken lactam bond affects this I've heard some people suggest that the lone pair on the nitrogen is able to make this happen but why doesn't it then happen in the intact drug,hemija,4268
4267,Oscillating reactions are a funny aspect of chemistry I have tried to find various simplified kinetic models of oscillating reactions such as the Belouzov-Zhabotinsky the Briggs–Rauscher or the Bray–Liebhafsky reactions in order to be able to study them However the models I have found so far are either too complicated (8 or more species considered) or loose chemical significance For an example of the second case Ball's 1994 model [1] corresponds to While this is useful and introduces a nice circularity in the model creating the possible feedback it has lost all chemical sense — by which I mean that no correspondance can be established between the species of this model and a real oscillating system So my question is what's the simplest known chemically-meaningful model of an oscillating reaction [1] Ball P 1994 Designing the molecular world Chemistry at the frontier Princeton NJ Princeton University Press,hemija,4274
4270,Periodic acid (per-iodic acid $\ce{HIO4}$ ) cleaves vicinal diols(to carbonyls) via a cyclic intermediate Due to the cyclic intermediate it needs a syn configuration for the $\ce{-OH}$ groups for the reaction Exactly which configurations are allowed on cyclohexane derivatives Let's take 1 2-dihydroxycyclohexane(boat conformer) If the two hydroxy groups are both on the axial positions ( trans- ) then obviously the reaction will not take place What about when the two are cis- (one axial one equatorial) and when they are both equatorial ( trans- ) (My original question had to do with diastereomers of cyclic glucose--aldohexoses--but I realised that the extra hydroxy groups make the reaction more complicated),hemija,4516
4271,The partition coefficient is a very useful metric in characterizing compounds particularly drugs What chemical properties influence that partitioning Are chemical moieties additive in their LogP What if the compound has both hydrophobic and hydrophilic ends,hemija,4273
4275,Historically thiols $\ce{-SH}$ were known as mercapto- due to their strong propensity to bond with mercury Certain drugs still carry this designation though mercaptopurine has an $\ce{=S}$ group instead of a thiol What makes the thiol group bond so strongly with mercury in particular Why don't alcohols make such a strong bond with $\cf{Hg}$ If it's known was there any historical reason why it was important to be able to capture mercury,hemija,4277
