43,inzinjerstvo,You could try Wikipedia but they note that the article may not meet there quality standards so I'll stay away from there as a source The World Nuclear Association seems more credible anyway Their page discusses the process Quoting the section entitled Reprocessing today – PUREX (emphasis mine) All commercial reprocessing plants use the well-proven hydrometallurgical PUREX (plutonium uranium extraction) process This involves dissolving the fuel elements in concentrated nitric acid C hemical separation of uranium and plutonium is then undertaken by solvent extraction steps (neptunium – which may be used for producing Pu-238 for thermo-electric generators for spacecraft – can also be recovered if required) The Pu and U can be returned to the input side of the fuel cycle – the uranium to the conversion plant prior to re-enrichment and the plutonium straight to MOX fuel fabrication Block of text $\to$ coherent summary Chemical solvents are used Further below the WNA notes The used fuel is chopped up and dissolved in hot concentrated nitric acid The first stage separates the uranium and plutonium in the aqueous nitric acid stream from the fission products and minor actinides by a countercurrent solvent extraction process using tributyl phosphate dissolved in kerosene or dodecane In a pulsed column uranium and plutonium enter the organic phase while the fission products and other elements remain in the aqueous raffinate In a second pulsed column uranium is separated from plutonium by reduction with excess U4+ added to the aqueous stream Plutonium is then transferred to the aqueous phase while the mixture of U4+ and U6+ remains in the organic phase It is then stripped from the organic solvent with dilute nitric acid The plutonium nitrate is concentrated by evaporation then subject to an oxalate precipitation process followed by calcination to produce PuO2 in powder form The uranium nitrate is concentrated by evaporation and calcined to produce UO3 in powder form It is then converted to UO2 product by reduction in hydrogen Compounds of importance tributyl phosphate kerosene and dodecane and aqueous affinate are used as solvents after the nitric acid Then there is a reaction with $U^{4+}$ and uranium and plutonium are separated That's the chemical part I haven't been able to find much information on the specific mechanical methods (i e the pure engineering you were looking for) In fact the original patent for PUREX does not cover the mechanical processes leading me to believe that the exact setup can vary This pdf is somewhat helpful It says that the input materials are first chopped up Perforated baskets are then used to separate this machinery from the rest of the solution; a wheel dissolver may be used I do have some information albeit for a non-PUREX method For aqueous reprocessing (go to page 12) mixer settlers (mixing chambers with settling chambers) columns and centrifuges are the main pieces of equipment
111,inzinjerstvo,I know your question is about springs but I don't think that springs are the answer to your desired application As you mentioned the inward force from air pressure is very large so not only do you need a strong spring but you also need a material for the paneling which is light and can take those kind of forces Additionally you would need to evacuate the air that seeps in through the material at a molecular level There are good reasons lighter-than-air aircraft use a low-density gas inside the balloon There is no requirement for exceptionally strong and light materials There is no (or very low) pressure differential between the inside and outside and therefore no tendency for the gas to escape or the atmosphere to seep in You may be interested to read the Wikipedia article on vacuum airships in particular the section on material constraints This shows the proof that even using a strong shape (hollow sphere) made of diamond the pressures are too great for the structure to withstand once you thin it down to be light enough to become buoyant Given that in these ideal conditions it is not possible it seems unlikely that a spring in a balloon would be possible However the Wikipedia article does leave open the possibility that if the wall of the sphere was not solid for example if it was made of a honeycomb structure then it may still be possible I have no idea if anyone has done the math on this though
40,inzinjerstvo,Double nutting can be an easy option for this I was about to describe it myself but these folks do a great job This image from the article models the forces that do the job Take note of the contact surfaces between the treading of the bolt in the top vs bottom nut
205,inzinjerstvo,For tapping threads there are a few steps between free hand tapping and fully automatic machines Which one is right for you will depend on the material you're tapping the size of the threads you're tapping and how large your production run is The first step would be to buy a guided tap wrench which is a regular hand tap wrench with a bushing you can put on the top and chuck into a drill press (or mill) or lathe This helps keep your tap square to the workpiece and also lets you apply a little pressure with the quill If you want to get into power tapping (And need more precision than a cordless drill with the clutch turned down ) there are reversing tapping heads you can attach to a drill which reverses the tap out when threading is complete These are available for drill presses or hand-held drills They run around \$500-$1 000 here's another style of tap chuck called a tension compression chuck which allows a little vertical give but I believe that is only of much use if your spindle is computer controlled If you want a more robust solution and have some money there are tapping presses that start at around $3 000 It's not quite 6 figures but they aren't cheap Depending on what you are making self threading screws may also be a valid option There are a wide variety of types that work in different situations As for external threads after die cutting the only cheaper method I'm aware of is roll threading This requires a dedicated machine that is relatively expensive unless you're working on very small threads
75,inzinjerstvo,Most bridges (and overpasses) are built to cross over something With a few notable exceptions most of these somethings are relatively long perpendicular to the desired crossing direction and fairly narrow parallel to it Therefore a simple two directional bridge best meets the needs of the engineering problem Engineers always try to solve a problem in the simplest possible way to prevent introducing more problems than they have solved If a simple two-way bridge solves the problem then there is no reason to complicate the solution Along those lines vehicular traffic flow on a three-way bridge can be fairly complicated and may not easily facilitate high traffic volume I believe that is why you will find more pedestrian bridges created in this style As for Michigan I don't know It's entirely possible that a structural engineer or engineering company in the area had a fondness for that type of structure and bid on those projects with three-way designs
41,inzinjerstvo,Very probably no Galvanic corrosion required the existence of a reactive and conductive medium which you don't have If there is some (for example at least moist air or similar) best you can do to paint both of the metals if you can Generally if none of the materials would corrode in an environment galvanic corrosion is a non-issue (in that environment)
99,inzinjerstvo,In general you want to stay below the recrystallization temperature Steel is composed of grains and different types of steel have different grain sizes The size of these grains affects the steels behavior once it gets past the yield point At the recrystallization temperature new grains will nucleate and grow which undoes any sort of hardening that the steel may have previously gone through However this temperature will vary depending on the alloying elements in the steel so if you don't know the grade it'll be hard to know the recrystallization temperature Unless you're going to be working it around 900°F (500°C) I don't think that should be an issue This chart shows the temperatures at which different heat treatments are done Source
53,inzinjerstvo,Based on it being an EN steel grade The first number is 100x the carbon content percentage (so 0 11%) the letters are added elements (sulphur and maganese) and the last number is the sulfur content (0 30%) You can see the full details here The full format seems to be [X][% carbon][added elements][% of added elements hyphenated] Note that the X is only present for stainless steels Here is a good example Note also that this scheme is somewhat ambiguous The percentages are only an approximation and the example you gave is interesting because it lists Sulfur before Maganese despite the naming convention stating that they should be listed in order of content That's alright for getting quick basic info about the steel but for anything else you may want to use the EN number 1 0715 rather than the name Wikipedia has details on the format Given this classification you can find out much more about the steel's properties and see what general category it fits into The site I linked first says this EN 10277-3 2008 Bright steel products Technical delivery conditions Free-cutting steels EN 10087 1999 Free cutting steels Technical delivery conditions for semi-finished products hot rolled bars and rods
1945,inzinjerstvo,SC-FDMA is encoded and transmitted from the handset where there are power tradeoffs This encoding is better than OFDMA for the handset for the following related reasons Reduces peak to average power ratio Increases efficiency of the power amplifier Increases battery life So at the base station they can employ transmitters that can handle a higher peak transmit power with lower efficiency as it has a significant amount of power available But on a mobile handset this requires more expensive components more space and probably most importantly more power since peak transmissions are not as efficient as transmitting at a lower level but for a longer period of time (ie higher peak to average ratio means lower energy efficiency more heat more power) The tradeoff is a little lower spectrum efficiency but it's worth it for increased battery life and particularly since most high speed data is going to the handset not coming from it This short video explains further
105,inzinjerstvo,Two points make a line so a long tube with a photodiode on the bottom should be able to find the sun (assuming no clouds ) In regards to Solar Photometry I think Forrest Mims is making photometers from the wavelength response of different LEDS using LEDs as detectors
96,inzinjerstvo,I will leave the main part of the previous answer below as it contains more information about the differences between several radio protocols As for the differences between Zigbee 3 0 and Z-Wave let's do a side by side comparison Frequency Zigbee uses the 2 4GHz band while Z-wave uses the 868MHz band in Europe and the 900MHz ISM band in the US (see the frequency coverage here ) OSI Layers Zigbee is based on the IEEE 802 15 4 spec for the PHY/MAC Layers where Z-Wave is based on ITU-T G 9959 rPHY/MAC The Z-Wave protocol stack was developped by Sigma Designs (and the standard is maintained by the Z-Wave Alliance) whereas Zigbee is developped by the Zigbee Alliance Both networks have mesh capabilities Ecosystem Z-Wave claims to have more than 1200 products on the market Zigbee claims a similar figure Documentation Zigbee 3 0 spec is (for now) only available to Alliance members (the other Zigbee standards can be downloaded after entering some information (which can be bogus if you somehow want to stay anonymous)) Z-Wave requires you to buy the dev kit or join the Alliance to access the spec Certification Both protocols will require a certification to be fully certified and to be able to use the protocol logo More generally here is what you need to take into account when choosing a protocol Frequency The protocols you named all uses the 2 4GHz band but a lot of other protocols uses the 868MHz the 915MHz the 433MHz band The idea is the lower the frequency the lower the energy use and greater the range At least in theory One also have to consider the physical size of the antenna (the lower the frequency the bigger the antenna) OSI Layers used Some of the protocols out there only implements one layer of the OSI model and you will need to have another layer implemented to be able to communicate Ease of use of protocol some protocols are very easy to use (for example EnOcean) some are more complicated (Zigbee BLE) They differ in their capabilities and the freedom you have to send the information Bitrate frame size useful payload How much information you can send in a given timeframe Depending on your use you may need to send a lot of data where different protocols may or may not behave well with this Collision and packet collision avoidance how does the protocol manages the band use and prevent packet collision (two objects sending at the same time) Ecosystem Are there a lot of other devices out there using this protocol What do you want to connect your object to (smartphone directly Internet directly Something else) Do you need a local gateway to access internet Documentation availability Is all the information necessary freely available Is it locked (does it require membership to an association to be read) Is it behind a paywall Last but not least Cost of use To be implemented and sold in your products some protocols will require you to join the Alliance so you can certify your product compliance with the protocol This often cost a lot of money (depends on the protocol) I thinks this pretty much sums it all and should give good pointers to the right direction to look for more information
247,inzinjerstvo,I don't know about any ready-made multi-position bi-stable solenoids but let me help with What are the alternatives Depending on what force you need to exert and distance to cover a monostable solenoid driven by PWM might suffice but that seriously limits the range (as the magnet power rises with square of distance after certain threshold the shaft will drop into the solenoid) Alternatively you can stack two 3-position ones; needle of one moving the frame of another For more than two you'll be better off using some servo/stepper actuators instead And last but not least get a 2-position bi-stable solenoid and some position sensors - either a linear optical encoder or just some open-frame optocouplers along the way at the stop points Power the coils with PWM adapting to current position of the shaft modifying the pulse width ratio so that given optocoupler gives out half the normal level (covered halfway) stopping the shaft wherever you want
116,inzinjerstvo,Considering that reverse osmosis is not the only way to desalinate water I think that yes there is a lot of development potential in desalination but that potential might not lie in improvements to existing techniques To justify this conclusion and illustrate some areas where there could be a lot of development potential I present to you my idea for a combined wave wind and solar desalination and power plant I haven't done any maths on this to calculate the area of land needed or costs or output so it might not be viable as-is But I think the concepts described below (and remember this is just one idea) demonstrate that there is development potential in the following areas Using renewable energy sources on-site to power the plant Using direct-drive energy instead of electrically transmitted energy Directing and amplifying natural processes of desalination Combined wave wind and solar desalination and power plant Inputs No external energy input Cleverly harnessed wave wind and solar Outputs Energy (electricity) Fresh water Cool air Location This plant requires a hot location with large area of cheap land by the ocean and a relatively consistent wind Stage 1 - Wave Pump A wave-powered pump raises sea water into a large lake on land Here is an example of a direct wave-powered pump other types of wave power harnessing typically convert mechanical motion into electricity However that motion can be easily used to directly drive a pump Stage 2 - Evaporation Lake The evaporation lake is a large shallow area covered in a greenhouse-like way to aid evaporation The sea-water flows away from the ocean along channels in the lake-bed then back again towards the ocean in the next adjacent channel where it drains back into the sea This prevents the build-up of deposits as the returning sea-water will take them with it and return to the sea more concentrated The roof may contain Fresnel lenses or other solar concentrators to help evaporation A wind-catching tower blows air across the lake to lower air pressure and aid in evaporation This tower could be like those used in Masdar City or a standard wind turbine tower with either electrical or direct transmission to a series of fans The result is a continuous airflow across the lake which carries the water vapor to the far side where it is channeled up a wide column into the next stage Stage 3 - Condensing Tower The water vapor is channeled up a large column to a condensing chamber high on the tower Here a series of fins are cooled by a heat-pump driven directly by a wind-turbine on top of the tower the water condenses on the fins and drains into a fresh-water tank near the top of the tower Stage 4 - Power Generation The water from the condensing tower is lowered to a height suitable for a standard water-tower through one or more water turbines to generate power Stage 5 - Filtering and treatment The salty sea-air will also condense on the fins and there may be small airborne particles and particles from wear on stages within this process that get into the water so it will probably need further filtering and treatment to make it drinkable Some of the power from the water turbine may be used for this There you have it you have clean water above ground level so pressure is already availabl
58,inzinjerstvo,I don't think they existed and it has its reason First a solar panel can be characterized mainly by its efficiency spectrum on which wavelength which ratio of light energy can it convert to electric power This needs to have its maximum around the visible light becausd the Sun gives most of its energy in this wavelength interval This is because our eyes can see best in this spectrum We simply evolved to the sunlight And this is because home light is also in this wavelength this is what we human like at most There were no need for different solar panels But the power of the sunlight is around some hundred $\frac{W}{m^2}$ although it varies very heavily The light power of a house bulb is around sometimes 10W - not for a $m^2$ but for a whole room Maybe we see in a well lighted room just so good as in sunlight but it is only because our eye is very adaptive The actual light power density is tenth or even hundredth smaller as in sunlight And the efficiency of most solar panels is around 10-20% There are experimental very costly version reaching 40% A solar panel in a room couldn't produce valuable energy at most some watts - on the cost of the price of a solar panel on the roof And the cost is their main problem even with their many many times bigger solar power
64,inzinjerstvo,Customer specified acceptable brightness is going to be a subjective affair unless you have something to calibrate their responses against Loosely you'll need to measure the available light within a particular area and then correlate that measurement with customer surveys With a large enough sample of responses you should be able to determine what constitutes an acceptable level of lighting for your customers I would expect that customer responses will fall along a curve of some sort and you'll eventually be able to determine what the standard deviations are for acceptable One factor to be concerned about is that differing rooms will have differing levels of reflection So even though two rooms may be of similar size and furnishings the more darkly painted room will reflect less light and will be viewed as more dim on a subjective basis To workaround that you might create a dedicated test room and have potential customers come through and provide their feedback While this is a more expensive approach it's a very good way to isolate out variables that you can't otherwise control against To get you started with measuring available light you'll likely need a light meter of some sort This and this are just two examples of what I'm sure you'll be able to readily find with some searching Once you have a lux measurement for the area you can convert that to lumens using a standard calculator Searching will turn up a number of sites such as this one I didn't put the equations here as there are a number of steps involved including determining the area of the room
76,inzinjerstvo,I think you are talking about roundabouts not traffic circles It is baffling to those of us in the UK that Americans think roundabouts are a new idea In the UK we have so many variants from mini-roundabouts all the way up to full motorway junctions (a giant roundabout above or below the motorway) So do roundabouts take up more space Not necessarily this is a mini roundabout It's nothing more than a slightly domed area of paint on the road no lights are necessary you can actually drive straight over the top of it rather than around it its main purpose is simply to dictate who has right of way so that everyone knows who should yield and who should go In a busy town or city environment roundabouts do not work well because excessive traffic from one direction with right of way can completely stop all other traffic causing congestion in other directions Some roundabouts have lights or peak-time signals to prevent this One great thing is that they're easy to modify (adding lights making it mini (drive-overable) adding another entry-point etc Everywhere other than in busy grid-based towns/cities they are ideal So from a highway engineering perspective The main pros are Cheap to build Agile (Flexible / extensible) Scalable to suit any junction size Mutable (add peak signals bypass lanes extra incoming roads) Modular (google image search for double roundabout magic roundabout ) Easy and safe for drivers to use (rules don't change in any configuration) Aids navigation of complex junctions from simple road-signs (just count the exits) Cons are Annoys drivers on country roads when you'd like to just bypass Not suitable for busy city grids
70,inzinjerstvo,It sounds like what you're looking for is a bandpass filter It will filter out any signal outside of a given frequency range If the noise isn't too strong the main signal should come through fairly clearly The actual design of the bandpass filter is another matter depending on what frequency range you need and how prevalent the noise is It may not spit out a perfect sinusoid but it might get you close enough that you could use your least-squares method on the bandpass output to generate the sinusoid
69,inzinjerstvo,Short answer make it thicker Long answer The moment of inertia affects the beam's ability to resist flexing Use one of the many free online moment of inertia calculators (like this one ) to see how increasing the height of the beam will have an exponential effect on increasing the stiffness of the beam And this site helps provide a pictorial view of the load(s) upon a beam depending upon differing configurations such as where the supports are and where the load is applied It also provides a calculator to determine the forces involved Wikipedia has a decent article for area moments of inertia In your particular case you're asking about a filled rectangular area and I x = bh 3 /12 The height has an exponential factor of 3 whereas increasing the base does not have an exponential factor So for the same amount of material increasing the height stiffens the beam better To be clear you can make the beam sag less by increasing the width of the plate It's just more effective to make the plate thicker Current moment I x = 30 * 2 3 / 12 = 20 mm 4 Increase width by 1mm I x = 31 * 2 3 / 12 = 20 6 mm 4 Increase height by 1mm I x = 30 * 3 3 / 12 = 67 5 mm 4 And if for some reason you can't easily increase the thickness of the plate you can consider a different beam structure Currently your beam is a simple rectangle You can easily use a T-beam or an I-beam in order to stiffen the plate instead Again while I've provided some suggested links to online calculators feel free to search for and use others that you may prefer
201,inzinjerstvo,My first thought was to use a small amount of chromium and then another metal (gold) This is how its done for electronics structures on glas The chromium does react with the silicium-oxid and hence has strong bonding I've done this only with layers of very small thickness (sub µm) and only via a PVD -technique But as you can read on this wikipedia page it can be done in this way for glas-metal seals For example with chromium and stainless steel As such I think it is rather cost effective at least if you compare it with pure indium and gallium If you application has temperature gradients be aware of the maybe very different temperature coefficients
314,inzinjerstvo,If you have access to a lathe you should be able to quickly machine a flanged reducer out of Nylon 6 Not sure what temperature you're operating at but make it a bit thick and it will easily be able to handle 3 bar
118,inzinjerstvo,I'm not a pump expert but I would have thought that an Archimedes screw pump would be ideal in such a situation
90,inzinjerstvo,First of all the main documents you need to know DIRECTIVE 2004/108/EC relating to electromagnetic compatibility http //eur-lex europa eu/LexUriServ/LexUriServ do uri=OJ L 2004 390 0024 0037 en PDF DIRECTIVE 2006/95/EC on low voltage devices http //eur-lex europa eu/LexUriServ/LexUriServ do uri=OJ L 2006 374 0010 0019 en PDF (and the version entering into force in April 2016 http //eur-lex europa eu/legal-content/EN/TXT/PDF/ uri=CELEX 32014L0035&amp;from=EN ) Those documents form the basis of your work Also they define if your device is subject to the directive or not Depending on the case you could also be subject to the R&amp;TTE Directive and RoHs Directive) The Annex I of both documents informs us on the essentials requirements to meet Mainly it says that your product must be safe for humans pets and property and that it should not be impacted by the electromagnetic emissions of other nearby devices nor it should impact them with its own emissions What's really interesting lies in the Annex II of the first document and in Annex IV of the second document These parts defines the conformity assessment procedure you'll have to follow There are 8 procedures (called modules) of conformity assessment internal production control (module A); CE type-examination (module B); conformity to type (module C); production quality assurance (module D); product quality assurance (module E); product verification (module F); unit verification (module G); full quality assurance (module H) In our case the one to follow is called Internal Production Control Basically what you have to do is write the technical documentation This document should be made of those parts a general description of the electrical equipment conceptual design and manufacturing drawings and schemes of components sub-assemblies circuits etc descriptions and explanations necessary for the understanding of said drawings and schemes and the operation of the electrical equipment a list of the standards applied in full or in part and descriptions of the solutions adopted to satisfy the safety aspects of this Directive where standards have not been applied results of design calculations made examinations carried out etc test reports We learn what we have to do in order to respect the directives The main constraint here will be showing that you have indeed accessed the harmonised standards This can cost quite a hefty sum of money However Afnor (the French certification organism) provides subscription to their database which can be cost effective compared to buying individual standards) Your local certification organism should have a similar offer The harmonised standards list to be followed is available here for the EMC directive http //ec europa eu/enterprise/policies/european-standards/harmonised-standards/electromagnetic-compatibility/index_en htm for the LVD directive http //ec europa eu/enterprise/policies/europ
114,inzinjerstvo,There are a number of standards to address hydrogen embrittlement in the manufacture and coating of fasteners Here in the US ASTM F1940 and ASTM F519 would apply Hydrogen embrittlement is also a concern for structural welds but should be addressed by your welding code The problem doesn't seem to be in the spec as often as in the quality control at the point of manufacture In situations where this is a big risk requiring third party inspections and testing are likely the most effective step the engineer can take
93,inzinjerstvo,In case Eurocodes do not provide enough information some sources exist In the case of elastic critical moment for lateral-torsional buckling an NCCI (Non-contradictory complementary information) document exists The document code is SN 003 and one version (maybe not the latest) can be accessed here Hopefully this will cover your current needs In addition the French technical centre for steel construction has developped a couple pieces of software that can run the calculation for you LTbeam for beams under bending sollicitations LTbeamN for beams under bending and compression sollicitations
115,inzinjerstvo,So there's an incorrect assumption underlying your question In an ideal world the lifting capacity required of the jacks would be the self-weight of the bridge divided by the number of jacks (+ allowances for wind/snow etc ) And the assumption there is that the lifting capacity is equivalent only to the weight of the bridge The problem is that if anything goes wrong you're likely to see a catastrophic failure of some sort which could lead to irreparable damage Real world lifts don't operate in that ideal manner and instead rely upon a safety factor in order to make sure that the lifted weight is well within the limitations of the equipment And in some cases the safe working limit (SWL) may be derated further from the working lift limit (WLL) if there are any extenuating circumstances such as worn equipment or hazardous weather So the ideal lift capacity is one that is significantly larger than load to be lifted The actual lift capacity used is tempered by the fact that you generally pay for that lift capacity whether you need it or not According to the Wikipedia article on safety factors a factor of 2 is common with building materials and 3 is common for automobiles You need to weigh the risk to human health or safety within the lift you're considering and use an appropriate safety factor A conservative approach would be to use a higher safety factor of 3 so you need at least 3 times the bridge weight for the lifting capacity Assuming you're staying within the SWL and WLL of the lift equipment you're using that still doesn't necessarily account for the binding forces caused by corrosion between the bridge and the bearings supporting it Static friction can also come into play if the bridge itself has to be slid out of the supporting structure Unfortunately it's hard to determine what that binding force is going to add up to without a lot more detail At a minimum you would need to know the materials involved and the cross sectional area of contact between them You would also want to approximate how long they've been exposed to the elements and what sort of conditions the elements have brought - such as salt water exposure vs mountain air This is where I'm going to wave my hands in an airy fashion and not attempt to swag the binding force created by corrosion Static frictional force can be guessed at a little more easily than the corrosion binding $\mu_{static}$ ranges from 0 6 to 0 8 for various materials in contact with steel And while the general formula for calculating the Force from friction is $F_{static} = \mu_{static} * F_{normal}$ that equation also assumes horizontal movement As you're likely lifting vertically not sliding horizontally the static frictional forces will be less since the equivalent $F_{normal}$ for vertical motion will be less Based upon that I'd use a conservative guess of $\frac 23$ or $\frac 34$ of the weight of the bridge to estimate the static friction forces involved in the lift Experience and the particulars of the lift will guide you in adjusting that guess up or down So depending upon your safety factor it could very well be that the SWL of the equipment will provide sufficient lift to overcome any static friction or binding caused by corrosion Or it could be that you need to increase the lift capacity requirements to overcome that effect And it's worth pointing out that equipment can exceed those limits so a lower safety factor may be good enough to get past the effects of static fr
239,inzinjerstvo,It was stated previously that a perfect sphere cannot exist in terms of engineering or manufacturing but ignoring trivialities let's answer the question A Prince Rupert's drop is such that molten glass is viscous enough to droop off your rod and into a bucket of water causing the glass to cool rapidly enough to create high amounts of internal tension which causes the famed effect of making an unbreakable teardrop Even if you were to spin the rod quickly so as to not have a long tail some thin dragging would still exist and make a tail It may be small but it would still be there If you were interested in making it more spherical you might think to shave off the tail end but as you know a single nick or disturbance to the tail end results in a solid glass explosion Let's say you spun the rod in a way (in a magical world) so that there was no tail Then you wouldn't have a Prince Rupert's drop The answer to your question is no it is not possible to make a spherical Prince Rupert's drop because either the glass would explode or you simple don't have the drop you were looking for
104,inzinjerstvo,This is something that I've looked at with tunnels rather than pipes and arguably with smaller deflections Hopefully it'll be some help however If you can satisfy yourself that the rate of curvature is relatively small- then you can approximate the stress generated by the lowering using simple beam theory $$\sigma=\frac{Ey}{R}$$ Where E is the Youngs Modulus y is the distance from the neutral axis you are measure the stress at (i e the radius of the pipe itself) R is the radius of curvature Mechanically you'll need to check that the stresses in the pipe along the parabaola that defines your curve never exceed the limiting stress of the pipe material and (probably more critcally) the capacity of the connections This is a bit of a simplification and depending on the type of pipe the joints themselves will have some play
